,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,random_state,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
325,200,12,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9331200745897898,0.05489929951774099,0.830796821610365,0.09260347776491472,0.8285347470329635
606,1000,15,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9467783438537742,0.04897372130795639,0.8325972205848747,0.09210948856779828,0.8285252610855879
460,700,3,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.8299009570833057,0.0875527613802277,0.830749019336301,0.09261655773262428,0.8284863056910643
561,1000,5,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9083885641949367,0.06425305150610643,0.8324823986517779,0.09214107220289283,0.8284076461865508
397,500,8,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9436951684105059,0.05037229580309079,0.8319799053120686,0.09227916397833569,0.8283568304939999
577,1000,8,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.943851363279299,0.05030237855032837,0.8319770115472573,0.0922799586245007,0.8283538743299474
112,50,5,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9068657213824625,0.06478488476790475,0.8319299822694246,0.09229287220321873,0.8283058309436979
370,500,3,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.8299611366422104,0.08753727230817183,0.8304807007060251,0.0926899425557301,0.8282143999133249
21,25,5,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.9049259596678368,0.0654560642281523,0.8322462724182984,0.09220598855384689,0.8281657763419867
319,200,12,3,2,log2,42,11,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9476021275474253,0.04859322688420433,0.8331264401698928,0.0919637779276593,0.8281383718054058
430,500,15,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9338071193882342,0.054616586529555915,0.8303761921725337,0.09271850979697047,0.8281084942069259
697,1200,15,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9469736643197608,0.04888377331331765,0.8317360431097702,0.09234610609269885,0.8281077098075551
505,700,12,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9336252192249419,0.054691579111947816,0.8303497135434939,0.09272574629064138,0.8280816615855191
400,500,8,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9285255631835543,0.05675371358320422,0.8303225660361254,0.0927331649995559,0.8280541511435603
516,700,15,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9464326616019819,0.04913250954161957,0.8320620930080656,0.09225659185808206,0.8279771168920456
562,1000,5,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9096463834627239,0.06381043178619249,0.8315583959328114,0.09239484112091131,0.8279262319637076
337,200,15,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9467299218658571,0.048995994814381966,0.831511820446484,0.09240761420404438,0.8278786521542248
471,700,5,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9080482613941147,0.06437227911811964,0.8319568512508134,0.09228549457984007,0.8278693152001575
15,25,5,3,2,log2,42,15,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.8990969749311524,0.06743277099733139,0.8346428369807266,0.09154498230019625,0.8278286681749873
