,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,random_state,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
345,1200,5,3,2,log2,42,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.8867839863945852,0.07142871588824144,0.844712111024112,0.08871393265246812,0.8417900270917701
105,100,5,3,2,log2,42,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.8845625774221544,0.07212606249955754,0.8446566256802431,0.08872978026130579,0.8417334976688499
317,1000,12,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9050812885866996,0.06540257236134417,0.8429560492442361,0.08921413003876802,0.8417030389988444
111,100,5,3,2,log2,42,1,['rdvi_skewness'],0.8399707166461774,0.08492169292551151,0.8419691777278293,0.08949400392079085,0.8415511067694373
58,50,5,3,2,log2,42,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.8903621383780986,0.07029091413191803,0.8440547612960885,0.08890150199757436,0.8415462587968299
198,500,3,3,2,log2,42,2,"['rdvi_skewness', 'tex_homo_cv_4']",0.7908266285270079,0.09708946575412603,0.8422544193715845,0.08941320023353969,0.8414175727900014
207,500,5,3,2,log2,42,1,['rdvi_skewness'],0.8417251096106433,0.08445491396249925,0.8417291550271128,0.08956194143459677,0.841310449088031
173,200,12,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9054300793005485,0.06528229678886928,0.8423518223334403,0.08938559104375098,0.8410939911286539
381,1200,18,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9058061593733965,0.06515236209073845,0.8422874846722408,0.0894038287212582,0.8410291401350513
255,700,5,3,2,log2,42,1,['rdvi_skewness'],0.8414505343624381,0.0845281384027534,0.8413350904529893,0.08967336829680383,0.8409153420150342
269,700,12,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.905394188086355,0.06529468359543576,0.8420722453391392,0.08946481519187821,0.840812183466845
373,1200,15,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9060446930977224,0.06506981483038575,0.8418740407145006,0.08952093825894081,0.840612397422329
365,1200,12,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9052667252330272,0.06533865470625633,0.8418093729666736,0.08953924178646805,0.8405472137084289
68,50,8,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9225162331151245,0.059091399535018414,0.8422024986219301,0.0894279138579305,0.8405193252738974
