,kernel,C,epsilon,gamma,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
97,poly,1,0.0001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7415777096381335,0.1079155177594648,0.705757252426934,0.1221169425653464,0.7002204265317419
59,rbf,10,0.1,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.8486761590387333,0.08257956507109013,0.6977350172460097,0.12377044642048696,0.6936940415407424
107,poly,1,0.01,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7459194404066938,0.10700513807359671,0.6986638106139555,0.12358014052703498,0.6929935059749708
60,rbf,10,0.1,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.8417746779520806,0.08444168818228635,0.6881879194556704,0.1257099076252892,0.6848619239298641
124,poly,10,0.001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7293713287437729,0.11043476611148899,0.6853828135922906,0.12627409370367265,0.6803219473229977
106,poly,1,0.01,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7755930333328576,0.10056273603585585,0.6846326634809017,0.1264245434140041,0.6778322896476058
119,poly,10,0.0001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7278263376483884,0.11074954781601858,0.682341350624547,0.12688298327787728,0.6772315600179715
56,rbf,10,0.1,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.8891554579173697,0.07067666850161577,0.676416627665889,0.1280607783569718,0.6694390886398165
115,poly,1,0.1,scale,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7116228591034582,0.11399855041771596,0.6727409202444232,0.12878607016336358,0.6692501567270304
126,poly,10,0.001,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6291938249183329,0.12926840554548719,0.6723257584060408,0.12886773346712305,0.6688305664957053
121,poly,10,0.0001,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6288125347492997,0.12933485010795395,0.6683820394126534,0.1296409069945519,0.6648447811663883
110,poly,1,0.01,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6433577767599887,0.12677548840138594,0.6681222072535518,0.129691685729561,0.6645821774642563
114,poly,1,0.1,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7358483810025487,0.10910522557263586,0.6683093206461714,0.129655120353299,0.6638749532751309
131,poly,10,0.01,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6378826212300813,0.127744907778055,0.6665945623784747,0.1299898306718171,0.6630382377105117
101,poly,1,0.001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7684247985055948,0.10215624909520085,0.6693073216260297,0.12945991828021314,0.6621764822001759
113,poly,1,0.1,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.75849515165016,0.10432342578985641,0.6650656144317485,0.1302875467952005,0.6596779299453959
105,poly,1,0.001,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6381883312650862,0.12769097340704919,0.6632381265912963,0.13064250439085065,0.6596459999416036
100,poly,1,0.0001,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6366512075108439,0.12796192763681377,0.6602012640206365,0.1312302385318063,0.65657674417019
96,poly,1,0.0001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7683649414248415,0.1021694508105174,0.6619193586733796,0.13089805410766742,0.6546292100733446
151,poly,100,0.1,scale,5,"['rdvi_skewness', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6897342893024243,0.11824582181538502,0.6491965819442481,0.13333831015792985,0.644506696676123
80,rbf,100,0.01,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9816860158248655,0.02872832666281477,0.6384965594213636,0.1353565437041389,0.6307013369830103
150,poly,100,0.1,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.7296894652452737,0.11036983644003547,0.6282869014028556,0.1372546198720719,0.6223076022297112
134,poly,10,0.1,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7581543821375549,0.10439700135462654,0.6280608661373244,0.137296345156423,0.622077931008166
72,rbf,100,0.001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9806337450062806,0.029542125315055213,0.6299296577852669,0.13695099111395556,0.6219497043143293
64,rbf,100,0.0001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9804521694499458,0.029680293822468295,0.6291471570967629,0.13709570367759236,0.621150330295615
73,rbf,100,0.001,scale,7,"['rdvi_skewness', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.97290801113763,0.03494132400174714,0.6234902337123467,0.13813736314387598,0.6164053725187618
142,poly,100,0.001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7448008366190989,0.1072404274237091,0.6209926967648595,0.138594765519003,0.6148960645412378
65,rbf,100,0.0001,scale,7,"['rdvi_skewness', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9726486323930653,0.03510818970586864,0.6212679519038007,0.13854442895547117,0.6141412735794098
91,rbf,100,0.1,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.8641120380700402,0.07825451526992447,0.6120226487495293,0.14022525085344822,0.6068357857648974
145,poly,100,0.01,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7696748870696957,0.10188014619646746,0.6129478601156885,0.14005795315610306,0.605664620924317
112,poly,1,0.1,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7675785009540876,0.10234274518653234,0.6107627277428773,0.14045275065326737,0.6034383704692218
128,poly,10,0.01,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7610962240010741,0.10376010919985078,0.6070989604149442,0.14111222109959545,0.5997056612829673
146,poly,100,0.01,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7451303770705524,0.1071711649024555,0.6058937496854657,0.14132848387887464,0.5995542389565456
