,n_components,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
43,6,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7511714895958622,0.10589342199455215,0.8021607800948466,0.10013346258075768,0.8000504950825249
51,7,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7511714895958622,0.10589342199455215,0.8021607800948466,0.10013346258075768,0.8000504950825249
19,3,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7511672917639625,0.10589431522199882,0.802126943312902,0.10014202521379005,0.8000162973749063
50,7,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7557478568493239,0.10491512554011746,0.8026075068526461,0.10002034654298021,0.7999685697784836
34,5,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7557478568493239,0.10491512554011746,0.8026075068526461,0.10002034654298021,0.7999685697784836
42,6,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7557478568493239,0.10491512554011746,0.8026075068526461,0.10002034654298021,0.7999685697784836
58,8,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7557478568493239,0.10491512554011746,0.8026075068526461,0.10002034654298021,0.7999685697784836
18,3,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7555542223768913,0.10495670380433868,0.8019540505781915,0.1001857654999241,0.799306377457579
21,3,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.722452351002997,0.1118375616049849,0.7943809067622389,0.10208331356144922,0.7932900892914816
37,5,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.722452351002997,0.1118375616049849,0.7943809067622389,0.10208331356144922,0.7932900892914816
45,6,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.722452351002997,0.1118375616049849,0.7943809067622389,0.10208331356144922,0.7932900892914816
61,8,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.722452351002997,0.1118375616049849,0.7943809067622389,0.10208331356144922,0.7932900892914816
29,4,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.722452351002997,0.1118375616049849,0.7943809067622389,0.10208331356144922,0.7932900892914816
53,7,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.722452351002997,0.1118375616049849,0.7943809067622389,0.10208331356144922,0.7932900892914816
11,2,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7468594178928423,0.10680702055501475,0.7935316815024717,0.10229390295840805,0.7913293527718314
12,2,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.7289715940057813,0.11051629539488175,0.7920743084586754,0.10265429294042588,0.7904153268772287
13,2,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.7152789685250427,0.11327359583761443,0.7903341321969825,0.10308296617476236,0.7892218464261441
40,6,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7598289641520285,0.10403494183469233,0.7905892263970237,0.10302023810583966,0.7866487010872902
48,7,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7598309556800695,0.10403451049847252,0.7905127705712297,0.10303904272235181,0.7865708065766024
56,8,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7598309556800695,0.10403451049847252,0.7905127705712297,0.10303904272235181,0.7865708065766024
38,5,1,['rdvi_skewness'],0.6983519147069106,0.11659212011642096,0.7870364137877935,0.10389047082961227,0.7864730180570734
62,8,1,['rdvi_skewness'],0.6983519147069106,0.11659212011642096,0.7870364137877935,0.10389047082961227,0.7864730180570734
