,n_estimators,learning_rate,max_depth,objective,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
649,100,0.15,4,reg:squarederror,11,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9956116261561692,0.01406276508489615,0.8381945012337926,0.09055651006133271,0.83335792382502
573,100,0.1,4,reg:squarederror,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9886060177798965,0.022659831798694227,0.8386057837857419,0.0904413470719097,0.8333285887051667
782,500,0.05,3,reg:squarederror,13,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9921681964467003,0.01878666995910811,0.8384401387541232,0.09048774686920195,0.8327016737371931
1231,1000,0.07,3,reg:squarederror,14,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.999865232076193,0.0024644055717686804,0.8386570873798569,0.0904269712935699,0.832468592101276
335,50,0.2,3,reg:squarederror,10,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_skewness_1']",0.9583631579814375,0.043316943479043746,0.8368082727762183,0.0909435929841123,0.8323857327430535
1174,1000,0.05,4,reg:squarederror,11,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9999590028346568,0.001359239002464264,0.8372467958381093,0.09082132057728289,0.8323818902789224
633,100,0.15,3,reg:squarederror,12,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9782195228089203,0.03132943828675766,0.8376359853332855,0.09071266569576043,0.8323270802215673
946,500,0.1,4,reg:squarederror,14,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.9999692941679789,0.0011763304739786109,0.8384380657801178,0.090488327391319,0.8322411696730538
1321,1000,0.1,4,reg:squarederror,14,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.9999692941679789,0.0011763304739786109,0.8384380657801178,0.090488327391319,0.8322411696730538
705,100,0.2,3,reg:squarederror,15,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.9886848169205773,0.022581339786147413,0.8388579791970856,0.09037065739493898,0.8322175113068556
1310,1000,0.1,3,reg:squarederror,10,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9999463023013341,0.0015555957567356482,0.8364648759886467,0.09103922689476479,0.8320330298094772
272,50,0.15,4,reg:squarederror,13,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9807967599303491,0.029417527543664057,0.8376428274038563,0.09071075434551296,0.8318760425848676
1309,1000,0.1,3,reg:squarederror,11,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9999487101364011,0.0015203188672596845,0.8366141396525831,0.09099767022365532,0.8317303231748071
646,100,0.15,4,reg:squarederror,14,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.9956267236578218,0.014038553890908675,0.8376197589223938,0.09071719842493578,0.8313914757029788
1084,500,0.2,3,reg:squarederror,11,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9999574501154554,0.001384739580941375,0.8361875237886968,0.09111639451622305,0.8312909552062937
1459,1000,0.2,3,reg:squarederror,11,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1']",0.9999574501203672,0.0013847395010183616,0.8361875237886968,0.09111639451622305,0.8312909552062937
