,n_estimators,learning_rate,max_depth,objective,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
494,500,0.1,2,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9551761111718222,0.044944202568499056,0.7878058757883439,0.10370261686455008,0.7866801775166641
383,100,0.2,3,reg:squarederror,1,['rdvi_skewness'],0.9222667360782634,0.05918645996227691,0.7872327620608857,0.10384256729156148,0.7866698857700415
556,500,0.15,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9999343828448106,0.0017196006950835404,0.7887430257365602,0.10347336347769148,0.7864896180110835
756,1000,0.15,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9999343828448106,0.0017196006950835404,0.7887430257365602,0.10347336347769148,0.7864896180110835
311,100,0.1,4,reg:squarederror,1,['rdvi_skewness'],0.9228707658522207,0.05895605599259276,0.7869665452208144,0.10390751149650297,0.7864029646526155
3,50,0.05,1,reg:squarederror,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7447558088650603,0.10724988784384473,0.7892030249933881,0.10336064859815852,0.7863848836162944
237,100,0.05,7,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4']",0.9849874204428172,0.026010372631785527,0.7880292182753394,0.10364802699744646,0.7863379620381745
4,50,0.05,1,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.74472462738774,0.10725643864486752,0.7880728956993973,0.10363734790285434,0.7858123399201908
2,50,0.05,1,reg:squarederror,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7447558088650603,0.10724988784384473,0.7892030249933881,0.10336064859815852,0.7858121889343006
1,50,0.05,1,reg:squarederror,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7447558088650603,0.10724988784384473,0.7892030249933881,0.10336064859815852,0.7852364152486401
